Time,PortfolioValue,Return
2021-09-29 19:00:00+00:00,-4241.055086750787,0.0017171632529169312
2021-09-29 20:00:00+00:00,-4179.830386750787,-0.01443619541544483
2021-09-29 21:00:00+00:00,-4129.588286750786,-0.012020128893090454
2021-09-29 22:00:00+00:00,-4182.928186750786,0.012916517651683002
2021-09-29 23:00:00+00:00,-4304.297086750787,0.029015296123043655
2021-09-30 00:00:00+00:00,-4420.458686750786,0.026987356508815452
2021-09-30 01:00:00+00:00,-4573.334036750784,0.03458359433562941
2021-09-30 02:00:00+00:00,-4651.777536750786,0.017152366166485633
2021-09-30 03:00:00+00:00,-5119.379486750782,0.10052113333145574
2021-09-30 04:00:00+00:00,-5538.0109867508,0.08177387534631064
2021-09-30 05:00:00+00:00,-5330.21768675081,-0.037521287064456454
2021-09-30 06:00:00+00:00,-5261.18068675074,-0.012952003849987737
2021-09-30 07:00:00+00:00,-4509.896936750738,-0.1427975571893899
2021-09-30 08:00:00+00:00,-3932.0970367507543,-0.12811820493979476
2021-09-30 09:00:00+00:00,-2268.372636750748,-0.4231137696883511
2021-09-30 10:00:00+00:00,-2966.402836750669,0.30772289732774705
2021-09-30 11:00:00+00:00,153.50621324928943,-1.051748269435124
2021-09-30 12:00:00+00:00,-2494.113936750742,-17.247641603277497
2021-09-30 13:00:00+00:00,-6550.713636750821,1.6264692804230494
2021-09-30 14:00:00+00:00,-2219.362636750913,-0.6612029223350808
2021-09-30 15:00:00+00:00,-2721.21289275086,0.22612359408494065
2021-09-30 16:00:00+00:00,-3162.395456750761,0.16212717688321376
2021-09-30 17:00:00+00:00,-404.4012377507752,-0.8721218635425558
2021-09-30 18:00:00+00:00,-5659.334851750755,12.994355910548661
2021-09-30 19:00:00+00:00,-15407.15902375069,1.7224328348382456
2021-09-30 20:00:00+00:00,-8061.734370750724,-0.4767539973902216
2021-09-30 21:00:00+00:00,-6731.164970750688,-0.16504753677168493
2021-09-30 22:00:00+00:00,-12339.622020750772,0.8332074870205723
2021-09-30 23:00:00+00:00,-12226.502620750922,-0.009167168962681771
2021-10-01 00:00:00+00:00,-13689.977020750754,0.11969689496618696
2021-10-01 01:00:00+00:00,-11043.438945750766,-0.1933193949842622
2021-10-01 02:00:00+00:00,-11099.72824575077,0.005097080744188132
2021-10-01 03:00:00+00:00,-10946.562445750767,-0.013799058554306298
2021-10-01 04:00:00+00:00,-11167.356495750764,0.020170172243040962
2021-10-01 05:00:00+00:00,-11222.585045750766,0.004945534784442263
2021-10-01 06:00:00+00:00,-11358.253845750764,0.012088908165714063
2021-10-01 07:00:00+00:00,-11492.159102250762,0.011789246685140142
2021-10-01 08:00:00+00:00,-12056.829960250765,0.04913531504183677
2021-10-01 09:00:00+00:00,-12068.867943250763,0.0009984368229198903
2021-10-01 10:00:00+00:00,-12048.485669250764,-0.0016888306422639943
2021-10-01 11:00:00+00:00,-13710.179376600747,0.13791722486675928
2021-10-01 12:00:00+00:00,-14255.914756560742,0.0398051232569141
2021-10-01 13:00:00+00:00,-13713.011456620734,-0.03808267019064193
2021-10-01 14:00:00+00:00,-12844.451606680668,-0.06333837411918153
2021-10-01 15:00:00+00:00,-13831.588406650699,0.07685316821596344
2021-10-01 16:00:00+00:00,-13959.175206560642,0.009224305709429226
2021-10-01 17:00:00+00:00,-15288.638906530628,0.09523941639081612
2021-10-01 18:00:00+00:00,-15857.258456490585,0.03719229379647837
2021-10-01 19:00:00+00:00,-16679.9646563906,0.05188199474438604
2021-10-01 20:00:00+00:00,-19711.421356400533,0.1817423934917326
2021-10-01 21:00:00+00:00,-19979.761906430474,0.013613455122190254
2021-10-01 22:00:00+00:00,-22617.39510640048,0.13201524684441224
2021-10-01 23:00:00+00:00,-18688.866606400465,-0.17369500251990933
2021-10-02 00:00:00+00:00,-19776.884306400665,0.05821742553545661
2021-10-02 01:00:00+00:00,-14751.156156400568,-0.25412133034390816
2021-10-02 02:00:00+00:00,-14003.48090640048,-0.05068587452215867
2021-10-02 03:00:00+00:00,-13609.504706400563,-0.028134161972531047
2021-10-02 04:00:00+00:00,-10595.907556400285,-0.22143327145351444
2021-10-02 05:00:00+00:00,-11406.535456400365,0.0765038667698108
2021-10-02 06:00:00+00:00,-14708.26795640029,0.2894597147942304
2021-10-02 07:00:00+00:00,-15801.587806400144,0.07433369131163392
2021-10-02 08:00:00+00:00,-14369.53465139994,-0.09062716813940552
2021-10-02 09:00:00+00:00,-14186.162855400005,-0.01276115061819827
2021-10-02 10:00:00+00:00,-13319.944085400086,-0.0610608223541006
2021-10-02 11:00:00+00:00,-11151.836831399705,-0.16277149814591418
2021-10-02 12:00:00+00:00,-12826.941098399693,0.15020882140989333
2021-10-02 13:00:00+00:00,-13765.694694399834,0.07318608456986375
2021-10-02 14:00:00+00:00,-16104.319438399829,0.16988788404201616
2021-10-02 15:00:00+00:00,-16419.539143339825,0.019573612293629417
2021-10-02 16:00:00+00:00,-16493.209790259825,0.004486767032671812
2021-10-02 17:00:00+00:00,-16531.592937139827,0.002327209037422673
2021-10-02 18:00:00+00:00,-16462.910489049827,-0.004154617667587068
2021-10-02 19:00:00+00:00,-16527.44990322983,0.003920291872019144
2021-10-02 20:00:00+00:00,-16592.825623269822,0.003955584220359132
2021-10-02 21:00:00+00:00,-16446.534290309828,-0.008816541334276118
2021-10-02 22:00:00+00:00,-16529.39267030983,0.0050380450092042395
2021-10-02 23:00:00+00:00,-16531.49267630983,0.00012704677309605117
2021-10-03 00:00:00+00:00,-16240.37366030983,-0.017609965518551318
2021-10-03 01:00:00+00:00,-16093.60333130983,-0.009037373897294865
2021-10-03 02:00:00+00:00,-16119.758787309827,0.0016252081936871665
2021-10-03 03:00:00+00:00,-16124.262907309829,0.0002794160917312105
2021-10-03 04:00:00+00:00,-16184.874920309829,0.003759056358013213
2021-10-03 05:00:00+00:00,-16138.162370309827,-0.0028861854187939295
2021-10-03 06:00:00+00:00,-16312.503273309825,0.010803020752891968
2021-10-03 07:00:00+00:00,-16355.089846309826,0.0026106706178983252
2021-10-03 08:00:00+00:00,-16258.842799309821,-0.005884837558487677
2021-10-03 09:00:00+00:00,-16235.460019309823,-0.0014381577021577163
2021-10-03 10:00:00+00:00,-16169.885181309828,-0.004038988604080362
2021-10-03 11:00:00+00:00,-16162.94808530983,-0.00042901331222910954
2021-10-03 12:00:00+00:00,-16363.02248430983,0.012378583284681888
2021-10-03 13:00:00+00:00,-16490.880060309824,0.007813811667287895
2021-10-03 14:00:00+00:00,-16682.27023430983,0.011605819295274822
2021-10-03 15:00:00+00:00,-16571.628433309823,-0.006632298808615156
2021-10-03 16:00:00+00:00,-16401.09652830983,-0.01029059429411383
2021-10-03 17:00:00+00:00,-16544.954670309828,0.008771251467954322
2021-10-03 18:00:00+00:00,-16762.214535309824,0.013131487473330594
2021-10-03 19:00:00+00:00,-16803.927098209828,0.002488487592861688
2021-10-03 20:00:00+00:00,-16725.136402009826,-0.00468882635228729
2021-10-03 21:00:00+00:00,-16628.85721193983,-0.005756556344642227
2021-10-03 22:00:00+00:00,-16488.817057799828,-0.008421514019583465
2021-10-03 23:00:00+00:00,-16626.917907929826,0.008375424971112322
2021-10-04 00:00:00+00:00,-16693.394246049833,0.003998115494892929
2021-10-04 01:00:00+00:00,-16381.712800369827,-0.018670944990936134
2021-10-04 02:00:00+00:00,-16408.882950219828,0.0016585658765417843
2021-10-04 03:00:00+00:00,-16270.80474953983,-0.008414844636218777
2021-10-04 04:00:00+00:00,-16109.008690389828,-0.00994394940143184
2021-10-04 05:00:00+00:00,-16220.07777933983,0.006894843195178302
2021-10-04 06:00:00+00:00,-16194.07182918983,-0.0016033184614641094
2021-10-04 07:00:00+00:00,-16251.645853839827,0.0035552531356704
2021-10-04 08:00:00+00:00,-16427.600954439833,0.010826909605492707
2021-10-04 09:00:00+00:00,-16433.665279539826,0.00036915463900122347
2021-10-04 10:00:00+00:00,-16489.200580839828,0.0033793618377480072
2021-10-04 11:00:00+00:00,-16463.06455603983,-0.0015850389272581422
2021-10-04 12:00:00+00:00,-16319.071157539824,-0.008746451671246103
2021-10-04 13:00:00+00:00,-16360.518960619826,0.0025398383694681392
2021-10-04 14:00:00+00:00,-16444.476456299828,0.005131713479388456
2021-10-04 15:00:00+00:00,-16078.780402549824,-0.022238230248425195
2021-10-04 16:00:00+00:00,-16137.417558049827,0.00364686587116414
2021-10-04 17:00:00+00:00,-16129.49465334983,-0.0004909648443747194
2021-10-04 18:00:00+00:00,-16274.050623149831,0.00896221319432211
2021-10-04 19:00:00+00:00,-16322.051323149826,0.002949523822404432
2021-10-04 20:00:00+00:00,-16173.357724549827,-0.00910998229671689
2021-10-04 21:00:00+00:00,-16180.511185549827,0.0004422990650321257
2021-10-04 22:00:00+00:00,-16217.780508349828,0.0023033464377371082
2021-10-04 23:00:00+00:00,-15988.261034349827,-0.014152335696110296
2021-10-05 00:00:00+00:00,-16187.85914174983,0.012484041070581542
2021-10-05 01:00:00+00:00,-16287.075384749829,0.006129052775367461
2021-10-05 02:00:00+00:00,-16448.533966749823,0.009913294940058659
2021-10-05 03:00:00+00:00,-16410.674614249827,-0.0023016855226446475
2021-10-05 04:00:00+00:00,-16466.065540649826,0.00337529856035923
2021-10-05 05:00:00+00:00,-16353.135394849827,-0.006858356388853681
2021-10-05 06:00:00+00:00,-16645.39085144983,0.017871524300596464
2021-10-05 07:00:00+00:00,-16760.957041449823,0.006942834267537057
2021-10-05 08:00:00+00:00,-16724.009297249828,-0.0022043934668303233
2021-10-05 09:00:00+00:00,-16720.35903044983,-0.0002182650544567677
2021-10-05 10:00:00+00:00,-16743.492363449826,0.0013835428388750959
2021-10-05 11:00:00+00:00,-16770.543040049826,0.0016155934504471503
2021-10-05 12:00:00+00:00,-16700.026157949826,-0.0042048061253352476
2021-10-05 13:00:00+00:00,-16526.65042804983,-0.010381763972115876
2021-10-05 14:00:00+00:00,-16635.374234049825,0.006578695814577262
2021-10-05 15:00:00+00:00,-16462.71035334983,-0.010379320493228206
2021-10-05 16:00:00+00:00,-16585.604035149827,0.007464972605497611
2021-10-05 17:00:00+00:00,-16633.23510934983,0.0028718323492504805
2021-10-05 18:00:00+00:00,-16709.09672524983,0.004560845524113288
2021-10-05 19:00:00+00:00,-16923.99558434983,0.01286118948460313
2021-10-05 20:00:00+00:00,-17043.90596714983,0.007085228910771235
2021-10-05 21:00:00+00:00,-16999.463641949827,-0.002607519971399741
2021-10-05 22:00:00+00:00,-17130.38709044983,0.007701622313360579
2021-10-05 23:00:00+00:00,-17253.07591594983,0.00716205797640157
2021-10-06 00:00:00+00:00,-17028.898428949826,-0.012993479428949906
2021-10-06 01:00:00+00:00,-16984.447062449835,-0.0026103489127882185
2021-10-06 02:00:00+00:00,-16865.32094744983,-0.007013835337823737
2021-10-06 03:00:00+00:00,-17282.043275449832,0.024708828803107652
2021-10-06 04:00:00+00:00,-17236.053092449816,-0.0026611542551422396
2021-10-06 05:00:00+00:00,-16680.753383949952,-0.032217335692886206
2021-10-06 06:00:00+00:00,-17633.470866949705,0.057114775398361184
2021-10-06 07:00:00+00:00,-17568.472451949783,-0.0036860817413858493
2021-10-06 08:00:00+00:00,-16667.763597449753,-0.05126847863202055
2021-10-06 09:00:00+00:00,-10301.141729349794,-0.3819721722639552
2021-10-06 10:00:00+00:00,-10137.754762949771,-0.015861054113497364
2021-10-06 11:00:00+00:00,-14813.653775750077,0.4612361535800029
2021-10-06 12:00:00+00:00,-16563.627152950154,0.11813246101814401
2021-10-06 13:00:00+00:00,-35097.118014750304,1.118927073802138
2021-10-06 14:00:00+00:00,-52508.60744255048,0.4960945631057978
2021-10-06 15:00:00+00:00,-59544.67914845026,0.13399844422836638
2021-10-06 16:00:00+00:00,-66946.30266305024,0.12430369296553034
2021-10-06 17:00:00+00:00,-65328.06696845044,-0.024172144393762918
2021-10-06 18:00:00+00:00,-60044.58626845025,-0.08087612178318082
2021-10-06 19:00:00+00:00,-59066.91442785028,-0.016282431129243657
2021-10-06 20:00:00+00:00,-69361.50256385002,0.1742868784617908
2021-10-06 21:00:00+00:00,-66647.88994664978,-0.03912274845404695
2021-10-06 22:00:00+00:00,-69859.44239884964,0.04818685865029848
2021-10-06 23:00:00+00:00,-71283.05823324947,0.02037828796674268
2021-10-07 00:00:00+00:00,-75296.10493084951,0.05629734185181445
2021-10-07 01:00:00+00:00,-62321.371319849044,-0.17231613272580582
2021-10-07 02:00:00+00:00,-61730.07590734912,-0.009487843415146413
2021-10-07 03:00:00+00:00,-69137.46538934927,0.11999644214139504
2021-10-07 04:00:00+00:00,-62203.64376884932,-0.10029036473136477
2021-10-07 05:00:00+00:00,-69647.76672304934,0.11967342269952241
2021-10-07 06:00:00+00:00,-59601.98726354865,-0.1442369214715412
2021-10-07 07:00:00+00:00,-53960.42666814849,-0.09465390089183201
2021-10-07 08:00:00+00:00,-61128.242175149266,0.13283467069454735
2021-10-07 09:00:00+00:00,-54086.63692854904,-0.11519397574731638
2021-10-07 10:00:00+00:00,-47460.30390104884,-0.12251331204515248
2021-10-07 11:00:00+00:00,-35311.17421104852,-0.25598507998032083
2021-10-07 12:00:00+00:00,-47050.572642148705,0.3324556232804923
2021-10-07 13:00:00+00:00,-36882.22653374866,-0.2161152465823778
2021-10-07 14:00:00+00:00,-37557.68873614866,0.018314029978150126
2021-10-07 15:00:00+00:00,-36688.51828574866,-0.023142277377772635
2021-10-07 16:00:00+00:00,-36776.751715148646,0.002404933028714362
2021-10-07 17:00:00+00:00,-37080.34239854865,0.008254961877858014
2021-10-07 18:00:00+00:00,-37086.426417548646,0.00016407666721640624
2021-10-07 19:00:00+00:00,-36843.11378554865,-0.0065606922937406775
2021-10-07 20:00:00+00:00,-36916.42011254864,0.001989688695333447
2021-10-07 21:00:00+00:00,-37205.48560154866,0.007830268702077037
2021-10-07 22:00:00+00:00,-37205.371866048656,-3.056955128144523e-06
2021-10-07 23:00:00+00:00,-36848.57345204866,-0.009589970375369128
2021-10-08 00:00:00+00:00,-36792.51729304866,-0.0015212572359943888
2021-10-08 01:00:00+00:00,-37129.85177604865,0.009168562191957497
2021-10-08 02:00:00+00:00,-37363.00976404866,0.006279529188705446
2021-10-08 03:00:00+00:00,-36858.02339854865,-0.013515676833559476
2021-10-08 04:00:00+00:00,-37694.660026548634,0.022698901103658464
2021-10-08 05:00:00+00:00,-38174.044355548634,0.012717566060082897
2021-10-08 06:00:00+00:00,-39409.123571548625,0.03235390006090544
2021-10-08 07:00:00+00:00,-40581.210889048656,0.029741522045575675
2021-10-08 08:00:00+00:00,-46238.0466950486,0.13939544143879923
2021-10-08 09:00:00+00:00,-50874.879467048595,0.1002817615238174
2021-10-08 10:00:00+00:00,-54305.38932004868,0.06743032885654321
2021-10-08 11:00:00+00:00,-55717.14296004869,0.025996566043930525
2021-10-08 12:00:00+00:00,-47387.751778048754,-0.14949422636355247
2021-10-08 13:00:00+00:00,-43468.49004704878,-0.08270621804040679
2021-10-08 14:00:00+00:00,-39821.83169304876,-0.08389199509927758
2021-10-08 15:00:00+00:00,-48413.427642048686,0.2157508980306313
2021-10-08 16:00:00+00:00,-42283.59739204869,-0.12661425865819165
2021-10-08 17:00:00+00:00,-40459.153043548635,-0.04314780342798208
2021-10-08 18:00:00+00:00,-34949.819488548674,-0.136170264094998
2021-10-08 19:00:00+00:00,-40806.116855548345,0.16756302186105687
2021-10-08 20:00:00+00:00,-37492.622400548426,-0.08120092550657365
2021-10-08 21:00:00+00:00,-20803.50539204816,-0.44513069345227096
2021-10-08 22:00:00+00:00,-20346.40035754803,-0.02197250058996547
2021-10-08 23:00:00+00:00,-25384.60589804803,0.24762146875926105
2021-10-09 00:00:00+00:00,-18409.300399048487,-0.2747848647725476
2021-10-09 01:00:00+00:00,-24976.45835304854,0.35673044665724984
2021-10-09 02:00:00+00:00,-17567.075711548212,-0.296654655226407
2021-10-09 03:00:00+00:00,-27738.79181004828,0.579021589336773
2021-10-09 04:00:00+00:00,-30907.733459048555,0.11424223775501052
2021-10-09 05:00:00+00:00,-33800.17844254826,0.09358321234819988
2021-10-09 06:00:00+00:00,-24890.28556254797,-0.2636049065582553
2021-10-09 07:00:00+00:00,-25828.025194548187,0.03767492460637811
2021-10-09 08:00:00+00:00,-19296.659532548278,-0.25287901853907735
2021-10-09 09:00:00+00:00,-9888.094401048613,-0.4875748113620363
2021-10-09 10:00:00+00:00,-17070.10996454861,0.7263295911433005
2021-10-09 11:00:00+00:00,-22513.51078804827,0.3188849301383865
2021-10-09 12:00:00+00:00,-12676.69770554849,-0.4369293254662814
2021-10-09 13:00:00+00:00,-18900.879328048788,0.49099392973424183
2021-10-09 14:00:00+00:00,-20625.640029548435,0.09125293440396254
2021-10-09 15:00:00+00:00,-25860.02955454844,0.2537807077744585
2021-10-09 16:00:00+00:00,-20032.88939754851,-0.22533385527299254
2021-10-09 17:00:00+00:00,-11598.126242548344,-0.4210457606795531
2021-10-09 18:00:00+00:00,-11192.185841548373,-0.03500051581700814
2021-10-09 19:00:00+00:00,-6506.433151548263,-0.4186628739316809
2021-10-09 20:00:00+00:00,1359.8593204519711,-1.2090022734081853
2021-10-09 21:00:00+00:00,-2841.790988548193,-3.089768364865623
2021-10-09 22:00:00+00:00,-2785.7244390479755,-0.019729300897269986
2021-10-09 23:00:00+00:00,-3089.301765048178,0.10897607880553695
2021-10-10 00:00:00+00:00,1618.2529034518702,-1.5238248078450936
2021-10-10 01:00:00+00:00,1961.577112451865,0.21215732613094973
2021-10-10 02:00:00+00:00,2251.217258451865,0.14765677278828226
2021-10-10 03:00:00+00:00,2299.6681979518635,0.021522107347967667
2021-10-10 04:00:00+00:00,2343.0762509518645,0.018875789576366264
2021-10-10 05:00:00+00:00,2322.0407304518653,-0.008977736209589193
2021-10-10 06:00:00+00:00,2261.911925951863,-0.02589481041889452
2021-10-10 07:00:00+00:00,2164.534906951865,-0.04305075625746091
2021-10-10 08:00:00+00:00,1841.069520451866,-0.14943874800130097
2021-10-10 09:00:00+00:00,2074.216886451867,0.12663691588505466
2021-10-10 10:00:00+00:00,2020.806258951865,-0.02574977951865287
2021-10-10 11:00:00+00:00,2244.8368914518614,0.11086200446360195
2021-10-10 12:00:00+00:00,2289.5451239518625,0.019916027160033822
2021-10-10 13:00:00+00:00,2429.2151999518637,0.06100341702762524
2021-10-10 14:00:00+00:00,2556.1222394518672,0.052241991365161056
2021-10-10 15:00:00+00:00,2638.298691951869,0.032148874272000194
2021-10-10 16:00:00+00:00,2562.5169619518683,-0.028723711318651257
2021-10-10 17:00:00+00:00,2367.22773195187,-0.07620992676327365
2021-10-10 18:00:00+00:00,2404.417689451867,0.015710342101024954
2021-10-10 19:00:00+00:00,2631.233352451871,0.09433288733277911
2021-10-10 20:00:00+00:00,2629.99989895187,-0.0004687738922325435
2021-10-10 21:00:00+00:00,2711.3403294518703,0.030927921530497615
2021-10-10 22:00:00+00:00,2713.4147394518673,0.0007650865431623188
2021-10-10 23:00:00+00:00,2763.528233351867,0.018468792540768497
2021-10-11 00:00:00+00:00,2761.3555439518677,-0.0007862012675601271
2021-10-11 01:00:00+00:00,2835.939916551868,0.027010057710011637
2021-10-11 02:00:00+00:00,2787.6377591518676,-0.01703215118137258
2021-10-11 03:00:00+00:00,2850.0898660518674,0.0224032361073343
2021-10-11 04:00:00+00:00,2846.3258596518667,-0.0013206623569433917
2021-10-11 05:00:00+00:00,2887.4376999518663,0.014443827701803524
2021-10-11 06:00:00+00:00,2962.557840951869,0.026016194566294892
2021-10-11 07:00:00+00:00,2946.026488551871,-0.005580094393933033
2021-10-11 08:00:00+00:00,2866.202832651868,-0.027095362587605365
2021-10-11 09:00:00+00:00,2921.4175903518662,0.019264078965727682
2021-10-11 10:00:00+00:00,2898.432471551868,-0.007867796399908089
2021-10-11 11:00:00+00:00,2849.482217951868,-0.01688852649852879
2021-10-11 12:00:00+00:00,2891.7728224518683,0.014841504970119823
2021-10-11 13:00:00+00:00,2856.0584995518675,-0.012350321098086647
2021-10-11 14:00:00+00:00,2875.381498551869,0.00676561737199477
2021-10-11 15:00:00+00:00,2880.1278128518684,0.001650672894149885
2021-10-11 16:00:00+00:00,2907.8124114518687,0.0096122812593471
2021-10-11 17:00:00+00:00,2886.693241251868,-0.007262906684360582
2021-10-11 18:00:00+00:00,2943.387973651869,0.019640026723246162
2021-10-11 19:00:00+00:00,2972.6739061518165,0.009949735733822518
2021-10-11 20:00:00+00:00,2898.9231767518504,-0.024809559248103907
2021-10-11 21:00:00+00:00,3901.412071451894,0.34581423293296787
2021-10-11 22:00:00+00:00,3805.077779451851,-0.024692160232177907
2021-10-11 23:00:00+00:00,1600.4072554518352,-0.5794022229731174
2021-10-12 00:00:00+00:00,-1635.003118548193,-2.021616912181887
2021-10-12 01:00:00+00:00,5708.090171751799,-4.491179990421253
2021-10-12 02:00:00+00:00,1118.0096468518022,-0.804135952093993
2021-10-12 03:00:00+00:00,8147.359133451828,6.287378205003808
2021-10-12 04:00:00+00:00,10945.668187351781,0.3434620971119977
2021-10-12 05:00:00+00:00,4994.014078952023,-0.5437451607821591
2021-10-12 06:00:00+00:00,3252.484205952147,-0.3487234608207853
2021-10-12 07:00:00+00:00,13580.207397852093,3.175333848816204
2021-10-12 08:00:00+00:00,11447.041135252453,-0.15707906367740976
2021-10-12 09:00:00+00:00,9092.10904115229,-0.20572408767256767
2021-10-12 10:00:00+00:00,24290.844200852327,1.6716402202072387
